reference,hypothesis
"Suffering from allergy, depression, fever, headache. Take Dolo 650, Allegra. He is also suffering from cancer, has COVID for a couple of days. Take vomistop, take Eno, take. Avoid eating outside food, avoid eating oily food. Sleep for at least 6 to 8 hours.","Suffering from allergy, depression, fever, headache, take low physicity, leveragh, also suffering from cancer, I will a couple of days, take vomit chalk, take chemo, take avoid eating oxide food, avoid eating oily food, eat for at least week to eight hours."
"Dolo 650 tablet thrice a day after meals for 5 days. Panto DSR 40 for 6 days, once a day before breakfast, and give gelusil tablet, give Eno sachet, and also take Calpol, take glimepiride.","Uh solo six fifty tablet twice a day uh after means for five days, fans of DSR 14 for six days, uh once a day before breakfast, and uh give genusin tablet, uh give uh innut session and uh uh also take calfol if uh genu arrives."
cold blocked nose and Cough. The possible diagnosis is it could be influenza since 3 days or it could be dengue or malaria. Lab investigation of dengue and malaria suggested for the patient.,Um cool blocked new and pump. The possible diagnosis is it could be influence T or it could be uh ten gay or malaria. Lab and distribution of ten gay and malaria uh the test fit for the patient.
"Hey, hello. Patient's name is Arya and he is 30 years old. Patient should take Dolo 650 three times a day for the next three days and he should take Crocin for the next one week, SOS.","Hey hello, patient's name is Arya and uh he is uh 30 years old. Patient should take uh Rolo 650 three times a day for next three days and uh he should take uh CroSin for next one week, SOS."
"Post lunch, Take, do warm water gargles, morning and evening, Also, azithromycin, it's an antibiotic. It'll help, If there are any bacterial infections.","Take uh do we uh warm water battle morning and evening. Also literal I think, financial items and if there are any bacterial infections."
"Follow-up appointment should be taken three days later. Medicines to be taken are Dolo 500, three times a day for five days. Pantz three times a day before for three days,Telma 40, three times a day for five days.","Follow-up appointment should be taken three days later. Medicine should be taken a dolu 500 three times a day for five days. Pan TV three times a day before food for three days. Telma 40, 3 times a day for 5 days."
"Patient name is Mr. Rajesh Kumar. His age is 45 years. gender male, prescription is dated 7 September 2024. So, diagnosis is hypothyroidism and hypertension. Prescriptions are thyroxine sodium, thyronorm 50 mcg.",Patient name is used to faggot smart for the years. Uh gender means uh the system is based seven to general and also anything. So back in hyper climate and uh hypergenical. The systems are on the gender.
"OK. And Tablet ultracet SOS only if you're feeling very severe headache. Samajh gaya . You can take tablet Pantop. OK. In the morning, before food.",And uh everything else and have the time as well or something.
"Hifenac P tablet once a day after lunch for 7 days, and the patient should come to me after 1 week to show again. And there is no diagnosis as such, but I'm suspecting that there might be a dengue since it's a dengue season.","Uh hyphen act take tablet uh once a day after uh lunch uh for seven days and the patient become uh after one day uh and uh there is no diagnosis as such, but I'm suspecting that there might be uh a dang thing with the danger."
"okay. Patient has reported fever. He has reported stomach pain since 3 days, and patient has a family history of hypertension wherein his mother has hypertension and also his father is suffering from diabetes mellitus type 2. I advise patient to take Dolo 650 tablet 3 times a day for fever. I want to him to take.","Uh patient has reported fever, he has reported uh stomach pain since three days, and uh patient has a family history of hypertension, uh, wherein uh his mother has hypertension and also his partner is a symptom, diet is magnetic type two. I advise patients to take uh the electric fifty fabric inside, uh fever. I want patients to take"
"So, yeah, doctor, I have a problem in my chest. I'm not able to breathe properly and I have a very high fever also from the last two days. Do you have any cough? yeah, little bit of cough I have.","Yeah, like we can put a lot of center of that."
"So I recommend him to take Dolo whenever he has a fever, only when he gets fever. Also Allegra 120 mg, once every day after food, preferably in the night. Also because he's complaining of sore throat, so he should do gargle.","So I recommend once we play prologue, uh whenever we are excited, only when we explore it, so I like one, uh twenty ninety, one every day after we uh prefer early night. Also because we can train of floor through, so it should be hard."
"Patient is a follow-up case of body pain. He has fever since 3 days. Patient is feeling fatigued, nausea, and has acidity. Patient vitals are normal, more or less. Pulse is 76 BPM, temperature is 100 degree celsius. SPO2 is 98 degree percentage, and the patient has a history of hypertension since 6 years, and he has thyroid since 2 years.",And uh case of has a history of IP76 years and I don't think.
"So, Azithromycin should be good once every day. For his eyes, because they were dilating a lot, why don't you have pataday, Pataday eye drops three times a day.","So a rhythm I think should be good once every day. Um for uh wave five because they were um dilating a lot, uh five rooms will have Saturday. Saturday I draw three times a day."
"Amlodopine, amlodipine, Amlowas 5 mg, 1 tablet once daily in the morning. Continue as prescribed. Monitor blood pressure regularly, avoid excessive salt intake. Advise: follow balance diet, rich in fibre and low in sodium. Engage in moderate physical activities such as walking for at least 30 minutes daily.","I am low do find Ambler D fine is MR five initially, one tablet, one stable in the mono, continuous size, uh monitor flip stretches at the orate expression for the balance right, reaching file, and no training. Uh engage in moderate physical activity because mocking so it is continuous training."
"like it's spreading. Oh, okay. That doesn't sound good. Okay, let me let me look at it. And cough jo aapne bola, yeh like aapko kab se hai? Like cough kab se ho raha hai? Yeh I think almost , paanch din almost ho gaye hain. Paanch din se ho raha hai? Yeah yeah. And is it something like do you have this cough when you are lying down or anytime? When, when I , when I get in a sitting position while lying down like, when I just stand up. Okay, that time it",I'll talk to that.
"So, I can hear mild wheezing. I think uh there is some wheezing present. Okay. let me, let me recommend , like , chest CT scan. aap ek baar woh karwa ke aaiye and uske baad dekhte hain ke kya, you know how do we take it forward.",No uh I think it's line. Uh let me let me explain the uh that's uh different pattern uh uh uh
"pollution ki vajah se koi bhi issues hua nahi hai. okay, ek kaam karte hain like every city is different, let's not take chances. let's do one pollen anti allergy test . let's let's do it and then be confident about it . sure. also i think i would like to do a physical examination to see if there is wheezing and all. so, okay, let's say as a doctor if i'm performing some tests",Oh you I think I didn't I think that's a good thing.
"turn it on. It doesn't matter like it doesn't have to be robotic. We don't have to ask doctors that hey they have to be like, be very robotic about it. But the accuracy is of course higher when they are sort of, when the environment is relatively quieter, when things the conversation is more structured, right? And hopefully like when doctors are using it, they will also know and then sort of get tuned to, ke woh kaise bolte hain toh accuracy achhi aaye.","It on, it doesn't matter, like it doesn't have to be robotic. You don't have to ask doctors that they have to be like very robotic about it. But the accuracy is of course higher when they are sort of when the environment is relatively quite uh things the conversation is more respectful, right? And uh hopefully, like when doctors are using it, they will also know and then sort of get cued to cast a bolt to accuracy of."
"Patient has stomach pain, headache, leg pain, wherein leg pain is, flowing through his back of the thigh. Patient has had history of spondylolisthesis . Currently it's recuperated. Patient also has an ACL of the left knee. I recommend patient taking tendolife tablet for.","Patients have uh come up to leg pain, uh is uh uh story to explain. Uh patients have had a history of pondolitis, currently it's um reciprocal case. Patient also has an VPN and detectives patient achieving uh tender life, tablets uh"
"Yeah so, so this is a chrome extension where we are sort of demoing, and then we'll also at the end of it we'll show like how this can be sort of leveraged to fill literally the prescription elements. One thing is like, like it doesn't have to be a robotic or a you know only medical conversations, because in reality there are so many things going on here and there there are so many interruptions from staff and like we will",Yeah. So extension we have we have then we'll also at the end of it we'll show like uh one thing is like uh like it doesn't have to be uh what take or a you know there'll be medical sessions because we will see
"In the meanwhile, patients can take Dolo 650 three times a day, after meals for 6 days, and patients should take Pantop DSR 40 mg tablet for, 6 days before breakfast once a day. And, I advise patients to not have oily food, take enough rest, and, in case of, any emergency.","So you mean while patient can face uh 2663 three times a day. After means 3 and patient pace uh 5,000 or 5 page before breakfast 2030. And uh a right patient to not have volume page they can press and uh in case of any even"
"Taken for a period of 4 weeks after which he's supposed to visit us, in case he becomes delayed, the treatment is to be continued. Other medications include B, C, and D. Non-medical aspects which is important is nutritional precautions which have been conveyed, lifestyle precautions which have been conveyed and given to him as an addendum. And at the same time, if this.",Mm-hmm. Other limitations are weakening for time being done right. Like time for talking is kind of being done right. Um I just
"Continues we have to get into other aspects such as, what are the precipitating factors including psychological or exercise regimens which may improve his overall condition. Preventive aspects include vaccination and the flu shot has been recommended to him, and he has been asked to follow up in 4 weeks, end of consultation.",We have to do each other aspects that we need from what if you question practical needs to be a psychological or uh exercise regularly. And we have to use a lot of things maybe in that sample.
"He also has night symptoms which is disturbing his sleep, and he has no other issues with chronic diseases such as tuberculosis. He's young and not a hypertensive or a diabetic and he has no specific allergies. Medications include, taken so far include a",We are uh nice meeting and uh we have been on the uh trying to do uh uh we write another item and uh medication taking so far and good.
"I advise patient to do CT MRI. Also, patient seems to be pale, so I advise him to take, complete body health checkup. I also want to analyse iron levels, so patients should do complete iron profile test.","I advise J MRI. Also chasing seems to be chilled, so I advise it to be complete for easy checkup. I also want to analyze analysis between complete and define it."
"Patient reported stomach pain since 3 days. He also reported severe headache, which is happening since a month. Patient in the past have had, episodes of headaches, wherein, there was a throbbing pain. I'm suspecting migraine, but, to make any decision.","Uh patient reported uh uh stuff of pain during three days. We also repeated severe headaches, which is happening in seven months. Patriots in the past have had some headache driving telemetic problems. I'm fixing my day, but uh"
After food for 5 days. Steam inhalation 3 to 4 times a day for 5 days. Neurobion Fort once a day in the afternoon after food for 5 days. Salt water lukewarm gargle thrice a day for 5 days.,Um fine and up and five years.
"On a GINA 3 protocol, the treatment will include education and counselling, which is also being done with using, aids given to him, and additionally we will start inhalers on him. The inhalers include Foracort , 200 two puffs twice a day synchro breathe.","Uh uh uh read for the uh picture um technically. Um uh I just think uh uh training. Uh training contact, training, uh"
Veloz 20 Tablet,She knows my three family.
transient loc last night after he woke up and passed urine found himself on the floor facial injuries seen at knh tt given,"Franzick lost last night after he waited and farm found himself on the floor. Featured injury, senior cannon T. T. Jimmy."
"Equivert 24mg Tablet is used to prevent and treat a disorder of the inner ear known as Mnires disease. The symptoms include dizziness vertigo, ringing in the ears tinnitus and loss of hearing, probably caused by fluid in the ear.","Iqi word twenty four mg tablet is used to prevent and treat a disorder of inner ear known as Meniers disease. These symptoms include dizziness, vertigo ringing in the ear, tinnitus, and loss of hearing, probably caused by the fluid in the earth."
"Cefurica 250mg Tablet is an antibiotic medicine used to treat bacterial infections in your body. It is effective in infections of the lungs e.g. pneumonia, ear, throat, nasal sinus, urinary tract, skin, soft tissues, bones, and joints.","Ceferica 250 Mg tablet is an antibiotic medicine used to used to treat bacterial infection in our body. It is effective in infections of lungs. For example, pneumonia, ear, throat, nasal sinus, urinary tract, skin, soft tissues, bone, and joint."
"Sulpra 100mg Tablet is a prescription medicine used in the treatment of schizophrenia, a mental disorder that can result in hallucinations or delusions and also adversely affects a persons ability to think and behave.",Sukura 100 MG tablet is a prescription medicine used in treatment of schizophrenia or mental disorder that can re result in hallucination or delusion and also adversely affect a person's ability to think and be.
"After thorough examination of the patient, the dentist diagnosed it as chronic periodontitis and pulpitis of the left upper second incisor. The dentist advised her oral hygiene and extraction at a later date.","After thorough examination of the patient, the dentist diagnoses it as chronic periodensitis and pulpitis of left upper second incisor. The dentist advised her oral hygiene and extraction at a later date."
Repadone 1mg Tablet is a prescription medicine used in the treatment of schizophrenia a mental disorder that can result in hallucinations or delusions and also adversely affects a persons ability to think and behave and mania.,"Repardone one Mg tablet is a prescription medicine used in treatment of schizophrenia, a mental disorder that can result in hallucination or delusion and also adversely affect a person's ability to think and behave and mania."
The patient had already been admitted to a secondary care hospital 3 months earlier with complaints of right mandibular discomfort and slight tumefaction. A biopsy was then performed and the diagnosis of ameloblastic carcinoma was made histologically.,The patient had already The patient had already been admitted to secondary care hospital three months earlier with complaints of right mandibular discomfort and slight tumification. The biopsy was then performed and diagnosis of the amyloblastic carcinoma was made histological.
"Nuclear positron emission tomography-computed tomography showing multiple foci involving lymph nodes at the paratracheal, left supraclavicular, para-aortic, and right inguinal regions. There was also hypermetabolic activity involving bilateral lung parenchyma and left tenth rib","Nuclear positron emission tomography, computerized tomographic showing multiple foci involving lymph nodes at paratracheal, left supraclavicular, paraerotic, and right inguinular region."
Figure shows an overview of all diagnostic and therapeutic measures taken and their outcome over time. The patient had an abdominal sonography on 25 October 2013 where a tumorous mass of 3.5  2 cm was detected.,"Figure shows an overview of all diagnostic and therapeutic measures taken and their outcome over time. The patient had an abdominal sonography on 25th October 2013, where a tumorous mass of 3.5 centimeter into 2 cm was detected."
"She had been treated with assisted reproductive technologies including artificial insemination and in vitro fertilization for over four years. During her treatment for infertility, cytological review followed by colposcopic biopsy revealed an invasive nonkeratinizing squamous cell carcinoma SCC.","She had been treated with assisted reproductive technologies including artificial insemination and in vitro fertilization for over four years. During her treatment for infertility, cytological review followed by colposcopic biopsy revealed an invasive non-carotinizing squanger cell carcinoma, SCC."
"Clinical examination revealed upper limb hypertension, with similar blood pressures in both arms 180/100 mm Hg. His past history included repair of coarctation of aorta about 30 years ago.",Clinical examination revealed upper limb hypertension with similar blood pressure in both arms 180 by 100 MMHG is history included repair of coctation of iota about 30 years ago.
"Nova CV 500mg/125mg Tablet is a penicillin-type of antibiotic that helps your body fight infections caused by bacteria. It is used to treat infections of the lungs e.g., pneumonia, ear, nasal sinus, urinary tract, skin and soft tissue.","Nova C V five hundred MG by one twenty five MG tablet is a penicillin type of antibiotic that helps your body fight infections caused by bacteria. It is used to treat infections of the lungs, example pneumonia, fear, nasal sinus, urinary tract, skin and soft tissue."
Thyrogear 125mcg Tablet is a medicine used to treat an underactive thyroid gland hypothyroidism. It replaces the hormone which is not being produced by your thyroid gland in sufficient quantity and helps regulate your bodys energy and metabolism.,"Thyrogare 125 microgram tablet is a medicine used to treat an underactive thyroid gland, hypothyroidism. It replaces the hormone which is not being produced by your thyroid gland in sufficient quantity and helps regulate your body's energy and metabolism."
"Almox 250 Capsule is a penicillin-type of antibiotic used to treat a variety of bacterial infections. It is effective in infections of the throat, ear, nasal sinuses, respiratory tract e.g., pneumonia, urinary tract, skin and soft tissue, and typhoid fever.","Almox-250 capsule is a penicillin type of antibiotic used to treat a variety of bacterial infections. It is effective in infections of the throat, ear, nasal sinuses, respiratory tract, example pneumonia, urinary tract, skin and soft tissue, and typhoid fever."
"Transthoracic echocardiography. Parasternal short axis view at the level of the aortic valve reveals a 24  17 mm sized myxoma arrow. Ao aorta, RA right atrium, RV right ventricle.","Transthoracic echocardiography, parasternal short axis view at the level of the aortic valve, reveals a 24-17 mm-sized myxoma arrow. Ao, aorta, R A right atrium, R V right ventricle."
"Vascular ultrasonography. Preoperative vascular ultrasonography at the proximal right upper arm of subject 1 demonstrates high arterial bifurcation of brachial into radial and ulnar arteries. Also seen are 2 radial veins , one ulnar vein #, and the basilic vein.","VASCAL ultrasonography Preoperative vascular ultrasonography at the proximal right upper arm of subject one demonstrates high arterial bifurcation of brachial into radial and ulnar arteries. Also seen are two radial veins, one ulnar vein and the basilic vein."
"The patient has a known drug allergy since 2015 presenting with rash and respiratory distress. Additionally, the patient is allergic to dust, with a history of steroid-induced hyperglycemia. The patient has also experienced adverse reactions to a previous medication.","The patient has a known drug allergy since 2015, presenting with rash and respiratory distress. Additionally, the patient is allergic to dust with a history of steroid induced hyperglycemia. The patient has also experienced adverse reactions to a previous medication."
"ABSOLUTE LYMPHOCYTES COUNT, the value is 4093.0 10*3/mm3
BLOOD SUGAR RANDOM, the value is 102.3 mg/dL
Volume, the value is 20.0 mL
",Absolute lymphocytes count the value is 4093.010 in 3 mm millimeter cube. Blood sugar random the value is 102.3 mg per dl. Volume the value is 20.0 mg.
"The patient has a history of steroid-induced hyperglycemia, chronic allergy with unknown triggers, and statin-induced myopathy. Additionally, an amlodipine-induced reaction with hypotension and edema was reported, which led to the medication being stopped.","The patient has a history of steroid-induced hyperglycemia, chronic allergies, unknown triggers, and starting-induced myopin. Additionally, an ambiodipin-induced reaction with hypotension and eczema was reported, which led to medication being stopped."
"Leecast M 5mg/10mg Tablet is a combination medicine used in the treatment of allergic symptoms such as runny nose, stuffy nose, sneezing, itching, swelling, watery eyes and congestion or stuffiness.","V cask 5 mg slash 10 Mg Fabinate is a combination medicine used in treatment of allergic symptoms such as runny nose, stuffy nose, sneezing, itching, swelling, watery eyes and congestion or stuffiness."
"Absolute Monocyte Count, the value is 0.16 10*3/mm3
ABSOLUTE LYMPHOCYTE, the value is 1610.0 10*3/mm3
GFR Estimated, the value is 72.0 mL/min/1.73_m2
","Absolute photo side count, the value is 0.16 to the power 3 per mm cube. Absolute infocyte, the value is 1610 to the power 3 per mm cube. JFR estimated the value of 72 milliliters per 1.72 meters squared."
"Biselect 2.5 Tablet belongs to a group of medicines called beta-blockers. It is used to treat high blood pressure hypertension, angina heart-related chest pain, irregular heart rhythms arrhythmia. It also helps to prevent future heart attacks and to prevent migraines.","Bifelic two point five tablet belongs to a group of medicine called Veta Vlockens. It is used to treat high blood special hypertension, and zona heart related, chest pain, it related heart rhythm, etc. It also helps to prevent future heart attacks and prevent my cancer."
Moxivin LB 500mg/125mg Tablet is a combination medicine that is used to treat various types of bacterial infections. It fights against the microorganisms to prevent their growth and further spread of the infection.,Mobsavin LB500 Mg per 125 Mg tablet is a combination medicine that is used to treat various types of bacterial infections. It fights against the microorganisms to prevent their growth and further spread of the infection.
"Computed tomography of the abdomen on second presentation revealing mild upper abdominal periaortic stranding with mural thickening of the aorta red arrow, similar in appearance to the left common carotid artery from the original computed tomography of her neck Fig.1",Completed tomography of the abdomen on second presentation is revealing my upper abdominal very aortic tranding with neural technique of aorta. Then arrow similar in that left common carotid artery forms the original computer tomography of a figure of a neck figure pointing one.
"Ethambutol is an antibacterial agent, prescribed for tuberculosis TB. Ethambutol stops the growth of TB cells. When should Ethambutol not to be taken Contraindicated in patients with known optic neuritis optic nerve inflammation and hypersensitivity.","Fambutol is an antibacterial agent prescribed for tuberculosis. Fambutol stops the growth of TB cells. When should Fambutol not be taken? Contra-indicated in patients with non-optic neuritis, optic nerve inflammation, and hypersensitivity."
"Patient has a standing job, which promotes better posture and circulation compared to a sedentary desk job. Patient is also a driver, which requires prolonged sitting and may contribute to lower back pain if not accompanied by regular stretching exercises.",Patient has a standing job which promotes better repositions and circulation compared to a sedentary desktop patient. It's also a driver which requires prolonged sitting and you contribute to the world's afternoon secondary station.
The patient had a history of recurrent abdominal pain for the last two years. Each episode was characteristic of severe central abdominal pain along with vomiting. He had multiple admissions as a result of these episodes.,The patient had a history of recurrent abdominal pain for the last two years. Each episode was characteristic of severe central abdominal pain along with vomiting. He had multiple admissions as a result of these episodes.
"The image showed the oval foramen, located at the upper third of the mandibular ramus, inside of the condyle, penetrating the ophthalmic branch of the trigeminal ganglion toward the medial corner of the oval foramen arrow.","The image showed the oval foramen located at upper third of mandibular ramus inside of the condyle, penetrating the ophthalmic branch of trigeminal ganglion towards the medial corner of oval foramen."
Magnetic resonance imaging scan of the cervical spinal cord of the intramedullary abscess upon admission. This sagittal T2-weighted image shows an expansile intramedullary area of increased T2 signaling present in the spinal cord from C2 to C5,Magnetic resonance imaginary scan of the cervical spinal cord of the intramedullary abscess upon admission. This sagittal T2 weighted image shows an expansile intramedullary area of increased T2 signaling present in final cord from C2 to C5.
Flatulex 250mg Capsule is used in the treatment of bloating and abdominal pain. It relieves discomfort and pain caused by excessive gas in the stomach and intestines in conditions such as flatulence and post operative gaseous distention.,Flatolex 250 Mg tablet is used to treatment of bloating and abdominal pain. It relieves discomfort and pain caused by excessive gas in stomach and intestine conditions such as flatulence and forced operative gaseous distension.
"Display of end-systolic image from apical 4-chamber view after six month of treatment with pioglitazone. The white, thicker, arrow indicates the newly developed moderate mitral regurgitation.  ","Display of N-Systolic image from aphical fourth chamber view after six months of treatment with pyoglitazone, the white thicker arrow indicates a newly developed moderate mitral regurgitation."
Euthyrox 25 Tablet is a medicine used to treat an underactive thyroid gland hypothyroidism. It replaces the hormone which is not being produced by your thyroid gland in sufficient quantity and helps regulate your bodys energy and metabolism.,25 MG tablet is a medicine used to treat an underactive thyroid gland hypothyroidism. It replaces hormone which is not being produced by your thyroid gland in sufficient quantities and helps regulate your body energy and metabolic.
"Biafine is a water-based emulsion, prescribed for various types of wounds. Biafine provides a moisturizer environment for the healing process. When should Biafine not to be taken Contraindicated in patients with bleeding wounds, allergic rashes and known hypersensitivity.","B affine is a water-based emulsion prescribed for various types of wound. BFine is provides moisturizer environment for healing process. When should B affine not be taken? Contradicted in patients with bleeding wounds, allergic rashes, and known hypersensitivity."
"She presents with worsening headache for three months with associated vertigo, nausea, and vomiting not responding to analgesics or vestibular sedatives. Her symptoms initially started twelve years ago as a diffused mild headache, which persisted through the day.","She presents with worsening headache for three months with associated vertigo, nausea, and vomiting, not responding to analgesics or vestibular sedatives. Her symptoms initially started 12 years ago as a diffused mild headache which persisted through the day."
"Feminizing surgery, also called gender-affirming surgery or gender-confirmation surgery, involves procedures that help better align the body with a person's gender identity. Feminizing surgery includes several options, such as top surgery to increase the size of the breasts.","Feminizing surgery, also for gender affirming surgery or gender transformation surgery, involves procedures that help better align the body with a person's gender identity. Feminizing surgery includes several options such as stop surgery to increase the size of rest."
"Enbucrilate or n-butyl 2-cyanoacrylate is used as a surgical tissue adhesive to seal wounds, lacerations of the skin and surgical incisions. Enbucrilate is a safe and painless alternative to sutures and staples.","Mbucrylate, or N-butyde 2-cynoacrylate, is used as a surgical tissue adhesive to seal wounds, lacerations of the skin and surgical incisions. Mbucrylate is a safe and painless alternative to sutures and staples."
"The child had previously been investigated for hypernasal speech by the speech and language therapy team, with normal palatal studies. There was no other previous medical or family history of note.","The child had previously been investigated for hypernasal speech by the speech and language therapy feed, with normal palatal studies, there was no other previous medical or family history of note."
"Patient is a non-smoker, which is excellent for overall lung health and reduced risk of respiratory diseases. Diet consists primarily of milk-based products, providing essential nutrients like calcium, protein, and vitamins.","Patient is a non-smoker, which is excellent for overall lung health and reduces risk of respiratory diseases. Diet consists primarily of milk-phase products, providing essential nutrients like calcium, protein, and vitamins."
" Subscapular hepatic hypodensities and inferior lateral renal densities visualized on CT of abdomen, coronal plane. Subscapular hepatic hypodensities are indicated by the blue arrows. Inferior lateral renal nodular densities are indicatedby the red arrows along the renal fascia.","Subscaphular hepatic ipodensities and inferior lateral renal densities visualized on CC of abdomen coronal plane. Subscaphillar hepatic ipodensities are indicated by the blue arrows, inferior-lateral renal nodular densities are indicably the red arrows along the renal fascia."
Abdominal MRI was conducted to identify a solid mass with an irregular lobulated configuration located in the right upper quadrant with a diameter of 20 cm. Figure . Biopsy and pathology examinations came to no conclusion.,Abdominal MRI was conducted to identify a solid mass with an irregular lobulated concentration located in the right upper quadrant with a diameter of 20 cm figure. Biopsy and pathology examinations came to no conclusion.
Clindinol 20mg Tablet is a medicine used to treat high blood pressure hypertension. It belongs to a class of medicines known as a calcium channel blocker which helps to lower blood pressure. This helps prevent heart attacks and strokes.,"Clindinoid twenty mg tablet is a medicine used to treat high blood pressure hypertension. It belongs to a class of medicine known as a calcium channel blocker, which helps to lower blood pressure. This helps prevent heart attacks and strokes."
"Deflage 6mg Tablet belongs to a group of medicines called steroids. It is used for treatment of various diseases and conditions such as allergic conditions, asthma, cancer, rheumatic disorder, and skin and eye disorders.","DFLAC6MG tablet belongs to a group of medicines called steroid. It is used for treatment of various diseases and conditions such as allergic conditions, asthma, cancer, rheumatic disorder, and skin and eye disorders."
"RBC COUNT, the value is 4.31 10*6/mm3
Glucose Fasting Plasma, the value is 103.3 mg/dL
Homocysteine, the value is 11.4 umol/L
","RVC count, the value is 4.310 into 6 per millimeter cube. Glucose fasting plasma, the value is 103.3 mg per DL. Homo cysteine the value is 114 micromole per liter."
Anteroposterior radiograph of the left shoulder demonstrating a Type V lateral clavicle fracture with slight superior displacement of the proximal segment. The CC ligament was intact and attached to the inferior clavicle fracture fragment.,Anterior-posterior radiograph of the left shoulder demonstrating a type V lateral clavicle fracture with slight superior displacement of the proximal segment. The Cc ligament was intact and attached to the inferior clavicle fracture fragment.
"African American woman at 22-weeks gestation presented with vaginal bleeding to an outside hospital. Her obstetric history was significant for 2 therapeutic abortions and 1 spontaneous abortion. During prenatal care, the fetus was noted to have a unilateral dysplastic kidney.","African-American woman at 22-week gestation presented with vaginal breathing to an outside hospital, her obstructive history was significant for two therapeutic absorptions and one spontaneous abortion. During prenatal care, the fetus was noted to have a unilateral dysplastic kidney."
"The patient has a known history of multiple food allergies, including reactions to ethambutol and fluoroquinolone antibiotics. Additionally, the patient has experienced recurrent drug allergies, with a history of adverse reactions to various medications.","The patient has a known history of multiple food allergies including reactions to ethanol and fluoroquinolone antibiotics. Additionally, the patient has experienced recurrent drug allergies with a history of adverse reactions to various medications."
Glimiprime M 2 Tablet belongs to a category of medicines known as anti-diabetic drugs. It is a combination of two medicines used to treat type 2 diabetes mellitus in adults. It helps control blood sugar levels in people with diabetes.,Glimipran M2 tablet belongs to a category of medicines known as anti-diabetic ruts. It is a combination of two medicines used to treat phytodiabetes mellitus in adults. It helps control blood sugar levels in people with diabetes.
Cipzen 5mg Tablet is used in the treatment of pain and inflammation. It helps relieve pain and swelling in postoperative wounds and inflammatory diseases. Cipzen 5mg Tablet can be taken with or without food.,Sipson Phi Mg tablet is used in the treatment of pain and inflammation. It helps relieve pain and swelling in post-operative wounds and inflammatory diseases. Sipson Phi Mg tablet can be taken with or without food.
"The cough was dry, not related to position, and not associated with chest pain or hemoptysis. The cough had episodes of exacerbation that subsided after some time without treatment. He gave no history of fever or any other significant symptom.","The cough was brain, not related to position, and not associated with chest pain and hemoptosis. The cough had episodes of exhilaration that subsided after some time without treatment. He gave no history of fever or any other significant symptoms."
"Azithral XL 200 Liquid is an antibiotic used to treat various types of bacterial infections of the respiratory tract, ear, nose, throat, lungs, skin, and eye in adults and children.","Acethral XL200 liquid is an antibiotic used to treat various types of bacterial infections of the respiratory tract, ear, nose, throat, lungs, skin and eye in adults and children."
